body_temperature,breed_type,milk_production,respiratory_rate,walking_capacity,sleeping_duration,body_condition_score,heart_rate,eating_duration,lying_down_duration,ruminating,rumen_fill,faecal_consistency,health_status
39.9,Normal Breed,10.9,23,5004,7.2,2,48,1.3,16.4,3.0,2,Black faeces,unhealthy
38.8,Normal Breed,21.6,22,11863,4.1,2,83,3.7,14.3,6.2,4,ideal,healthy
39.5,Cross Breed,7.5,16,5004,7.2,1,53,1.3,16.4,3.7,1,Fresh blood in faeces,unhealthy
38.8,Normal Breed,9.9,31,12229,4.3,3,83,2.8,13.1,7.0,4,ideal,healthy
39.7,Cross Breed,11.4,14,5004,4.1,3,45,1.9,16.4,4.1,3,Fresh blood in faeces,unhealthy
38.9,Normal Breed,26.5,38,10608,4.2,5,75,2.3,15.4,5.6,3,ideal,healthy
38.5,Cross Breed,13.4,37,11492,4.5,3,83,3.4,14.5,6.6,1,ideal,healthy
38.8,Cross Breed,14.5,26,10190,4.5,5,58,4.6,13.6,5.5,2,ideal,healthy
38.6,Normal Breed,15.4,42,11296,4.3,3,76,2.0,13.7,7.0,3,ideal,healthy
38.2,Normal Breed,25.1,37,10570,4.0,5,67,2.5,14.2,5.9,2,ideal,healthy
38.7,Normal Breed,11.4,30,5004,4.0,5,83,2.1,16.4,6.5,2,ideal,healthy
38.3,Normal Breed,18.5,17,11344,4.2,2,82,4.2,13.9,4.4,2,ideal,healthy
38.2,Normal Breed,5.1,14,11677,3.6,2,70,3.8,13.0,5.1,3,ideal,healthy
38.7,Cross Breed,10.4,22,10940,4.3,5,72,2.5,13.5,3.8,3,very liquid faeces,healthy
38.7,Cross Breed,10.4,22,11275,6.7,5,62,3.1,13.1,5.4,4,ideal,healthy
39.9,Cross Breed,9.7,22,5004,7.1,5,47,2.1,16.4,3.0,3,Black faeces,unhealthy
39.8,Normal Breed,13.0,17,5004,7.0,5,53,1.4,16.4,3.1,1,extremely firm,unhealthy
38.9,Cross Breed,11.8,23,11866,4.1,2,55,2.7,13.4,4.9,3,ideal,healthy
38.5,Normal Breed,13.8,39,11086,3.4,2,67,2.3,14.1,6.2,3,Black faeces,healthy
38.5,Normal Breed,15.4,25,11736,4.6,5,75,2.8,13.0,5.7,3,ideal,healthy
38.5,Cross Breed,11.5,27,10668,4.0,3,69,2.0,14.0,6.7,2,ideal,healthy
39.9,Cross Breed,5.1,14,5004,7.2,5,46,1.6,15.7,3.5,1,Fresh blood in faeces,unhealthy
39.3,Normal Breed,12.3,30,11289,6.8,3,48,1.4,15.0,5.3,1,ideal,healthy
38.4,Normal Breed,11.7,36,11301,3.7,3,82,3.1,14.7,6.1,2,very liquid faeces,healthy
38.3,Cross Breed,7.5,14,11563,4.4,2,52,2.7,14.3,4.7,1,Black faeces,unhealthy
39.6,Normal Breed,12.2,25,5149,6.5,2,50,1.8,16.4,6.6,2,ideal,healthy
40.1,Normal Breed,16.8,45,10321,7.2,2,46,2.6,14.6,6.2,2,ideal,healthy
40.0,Normal Breed,6.4,19,5557,7.2,2,54,1.7,16.4,3.4,1,Black faeces,unhealthy
39.5,Cross Breed,12.3,19,6072,6.2,1,40,2.0,16.1,4.0,2,ideal,unhealthy
38.5,Cross Breed,13.9,26,10335,6.1,2,44,3.5,14.5,5.4,1,ideal,healthy
39.3,Normal Breed,5.1,16,5004,7.2,4,53,1.5,16.4,4.2,3,ideal,unhealthy
39.7,Cross Breed,10.3,30,5424,7.2,2,54,1.6,16.4,4.7,2,ideal,healthy
39.2,Normal Breed,5.1,20,6592,7.2,4,55,1.8,16.4,3.0,2,extremely firm,unhealthy
39.6,Cross Breed,12.3,14,5004,7.0,3,55,2.2,16.4,3.1,2,Black faeces,unhealthy
38.2,Normal Breed,11.6,35,12424,3.3,5,76,3.1,14.1,3.4,2,ideal,healthy
39.8,Normal Breed,8.3,16,5004,3.5,3,51,2.1,15.1,4.0,3,ideal,unhealthy
40.0,Normal Breed,5.1,18,5004,7.0,2,39,1.6,16.2,3.0,2,extremely firm,unhealthy
38.6,Normal Breed,16.0,34,11404,4.6,2,37,4.4,12.6,5.4,3,ideal,unhealthy
40.0,Cross Breed,5.7,22,5004,7.0,5,52,1.3,15.2,4.1,2,extremely firm,unhealthy
38.7,Normal Breed,26.5,34,10833,4.2,3,82,2.7,14.9,6.8,3,ideal,healthy
38.5,Normal Breed,5.1,38,10497,3.4,3,83,2.7,14.2,5.5,2,ideal,healthy
40.1,Cross Breed,5.1,14,11496,3.5,3,62,1.3,13.4,5.0,1,very liquid faeces,healthy
38.6,Normal Breed,22.3,40,11496,4.6,3,70,2.5,14.3,5.0,4,extremely firm,healthy
39.7,Normal Breed,12.7,14,5004,7.0,5,46,2.7,16.4,4.8,2,very liquid faeces,unhealthy
39.0,Normal Breed,5.1,14,5004,7.2,3,48,1.3,16.4,3.1,2,extremely firm,unhealthy
39.5,Cross Breed,5.7,14,5384,7.2,5,53,2.4,16.4,4.3,1,Black faeces,unhealthy
39.9,Cross Breed,6.5,17,5154,7.1,5,53,1.9,15.7,3.4,2,Fresh blood in faeces,unhealthy
40.2,Normal Breed,7.6,28,5004,7.1,2,44,1.3,16.3,3.0,1,Black faeces,unhealthy
39.4,Normal Breed,9.2,19,11352,3.4,2,49,2.0,13.7,4.7,2,ideal,healthy
39.5,Cross Breed,7.9,14,5004,7.2,5,45,1.3,16.4,3.5,1,Black faeces,unhealthy
39.8,Normal Breed,13.9,20,12840,7.2,3,49,3.1,13.7,4.5,3,Fresh blood in faeces,unhealthy
39.6,Normal Breed,13.8,27,6343,7.1,5,68,2.6,13.3,3.0,2,Black faeces,unhealthy
39.9,Cross Breed,13.1,26,5004,7.1,3,41,1.3,15.6,3.5,3,ideal,healthy
39.9,Normal Breed,15.4,14,5004,7.2,3,39,1.9,16.4,3.9,3,Black faeces,unhealthy
38.3,Cross Breed,9.2,31,12300,4.7,5,70,3.7,13.9,4.7,2,ideal,healthy
38.7,Normal Breed,14.6,45,5004,3.5,2,74,2.7,13.4,4.5,2,ideal,healthy
39.5,Cross Breed,10.3,20,5004,7.2,5,51,1.6,16.2,4.2,2,very liquid faeces,unhealthy
40.4,Normal Breed,8.4,24,5004,7.2,3,44,1.3,13.5,5.3,3,ideal,healthy
40.1,Normal Breed,14.0,14,5004,4.3,3,53,2.2,14.2,5.4,3,Black faeces,unhealthy
38.5,Normal Breed,23.3,30,10086,4.3,5,54,2.4,13.2,5.8,3,ideal,healthy
37.8,Normal Breed,13.6,22,6093,3.5,3,61,2.0,13.5,6.5,2,ideal,healthy
39.5,Normal Breed,6.9,24,5375,7.2,5,53,1.5,16.4,3.1,1,Fresh blood in faeces,unhealthy
39.2,Normal Breed,5.1,20,5004,6.5,3,57,1.6,16.4,5.4,2,Fresh blood in faeces,unhealthy
38.2,Normal Breed,7.5,20,11708,4.5,3,66,3.7,14.3,3.4,3,extremely firm,unhealthy
38.5,Normal Breed,22.7,35,10618,4.0,5,79,2.6,12.9,5.6,3,ideal,healthy
38.3,Normal Breed,26.5,43,12613,4.3,3,54,2.4,13.8,4.7,2,ideal,healthy
40.1,Cross Breed,5.1,14,5390,7.2,2,49,1.4,15.3,4.3,3,ideal,unhealthy
39.9,Normal Breed,5.1,19,5004,6.5,2,45,1.4,16.4,3.0,3,very liquid faeces,unhealthy
40.0,Cross Breed,11.1,14,5860,6.8,2,42,2.5,16.4,3.0,1,Black faeces,unhealthy
39.9,Cross Breed,5.1,19,5004,7.1,3,55,1.3,16.0,4.1,2,Fresh blood in faeces,unhealthy
38.2,Normal Breed,21.6,30,12038,4.2,2,80,2.5,13.7,5.0,2,ideal,healthy
40.4,Normal Breed,9.8,15,10360,4.1,4,55,1.3,13.7,5.1,2,Black faeces,unhealthy
38.2,Normal Breed,8.2,17,5004,4.5,5,50,1.3,14.7,3.0,2,ideal,healthy
38.5,Cross Breed,22.4,34,12614,3.6,5,71,3.6,13.7,4.7,3,Black faeces,healthy
40.4,Cross Breed,5.1,22,5004,7.2,4,56,2.6,15.7,5.1,3,ideal,healthy
38.1,Normal Breed,10.4,30,12655,4.3,5,83,2.7,13.5,4.2,3,ideal,healthy
38.7,Normal Breed,13.3,26,10774,4.1,1,76,2.1,12.6,4.2,3,ideal,unhealthy
38.8,Normal Breed,5.1,21,6201,6.6,2,49,2.1,16.4,3.0,3,Fresh blood in faeces,unhealthy
39.8,Normal Breed,5.1,17,5624,7.1,5,49,1.3,15.7,3.0,2,Fresh blood in faeces,unhealthy
40.0,Normal Breed,12.2,30,10539,3.7,3,54,2.5,15.8,3.9,2,ideal,healthy
39.6,Cross Breed,5.1,14,12120,4.5,3,51,2.8,14.5,4.3,3,extremely firm,unhealthy
38.5,Normal Breed,5.1,39,11233,4.4,5,72,3.3,14.8,4.7,3,ideal,healthy
38.5,Normal Breed,21.3,39,12241,4.7,5,83,1.8,13.6,5.9,2,ideal,healthy
39.5,Cross Breed,6.0,15,5557,7.1,2,41,1.3,16.4,5.0,3,Fresh blood in faeces,unhealthy
38.5,Normal Breed,18.3,32,12363,7.2,3,51,2.5,14.5,6.6,3,ideal,healthy
40.0,Cross Breed,8.1,17,5394,7.2,5,48,1.7,15.8,3.0,2,Fresh blood in faeces,unhealthy
39.2,Normal Breed,6.7,14,5221,7.1,3,52,1.3,16.2,3.3,2,Fresh blood in faeces,unhealthy
38.6,Cross Breed,5.1,31,11492,4.5,2,83,3.8,14.4,3.3,2,ideal,unhealthy
38.4,Normal Breed,14.1,30,12702,3.7,3,57,2.2,14.8,3.3,5,Black faeces,unhealthy
39.7,Cross Breed,5.1,22,5004,6.8,3,53,1.3,16.4,3.8,2,very liquid faeces,unhealthy
39.5,Normal Breed,5.1,14,5004,7.2,5,45,1.4,15.9,3.0,3,Black faeces,unhealthy
39.6,Normal Breed,17.1,14,5004,6.9,5,52,2.2,14.9,5.7,3,Fresh blood in faeces,unhealthy
39.9,Cross Breed,5.1,20,5004,7.2,2,54,1.8,16.4,3.7,1,ideal,unhealthy
40.2,Cross Breed,10.8,14,11352,4.8,2,45,2.6,14.1,4.3,3,very liquid faeces,unhealthy
39.7,Cross Breed,13.1,14,5004,7.2,3,44,1.3,14.5,4.7,2,Fresh blood in faeces,unhealthy
38.5,Cross Breed,5.1,21,10874,4.5,3,83,1.4,14.3,6.6,3,ideal,healthy
40.0,Normal Breed,11.7,40,5255,4.3,5,47,2.9,13.9,5.2,2,ideal,unhealthy
39.8,Normal Breed,5.1,21,5004,4.2,5,49,2.4,14.1,3.8,2,extremely firm,unhealthy
38.4,Normal Breed,21.4,38,11080,4.3,2,83,3.2,14.5,5.5,3,ideal,healthy
38.5,Normal Breed,9.8,44,11278,3.4,3,81,1.9,14.3,5.5,3,ideal,healthy
38.6,Cross Breed,18.5,29,7517,4.3,3,81,3.2,12.2,4.6,3,Fresh blood in faeces,healthy
37.6,Normal Breed,18.1,21,11626,4.4,5,78,2.5,14.2,5.4,3,ideal,unhealthy
38.8,Cross Breed,12.2,18,11960,3.7,3,63,3.8,13.4,6.2,2,ideal,healthy
38.7,Normal Breed,17.9,32,10908,3.8,1,76,3.4,13.1,4.8,2,ideal,healthy
40.3,Normal Breed,6.6,14,5004,6.9,5,43,1.7,16.4,3.0,3,very liquid faeces,unhealthy
39.1,Normal Breed,5.1,16,5004,7.2,5,49,1.6,16.4,3.3,3,very liquid faeces,unhealthy
40.1,Cross Breed,8.4,18,5223,6.4,2,46,1.3,16.2,3.0,4,Fresh blood in faeces,unhealthy
39.9,Normal Breed,12.9,26,11443,4.0,3,79,4.0,13.4,5.7,3,ideal,healthy
38.4,Normal Breed,11.3,25,10842,3.6,2,83,3.1,14.5,7.0,2,ideal,healthy
39.8,Normal Breed,13.0,20,5004,6.8,3,48,1.3,16.1,3.6,3,very liquid faeces,unhealthy
39.7,Normal Breed,7.1,15,5004,7.1,2,43,1.3,15.5,3.7,1,Fresh blood in faeces,unhealthy
39.2,Cross Breed,5.1,23,5004,6.7,2,52,2.4,16.4,3.0,3,extremely firm,unhealthy
38.3,Cross Breed,9.9,15,11796,7.2,5,49,1.3,13.9,4.6,4,ideal,healthy
39.9,Cross Breed,5.1,21,5004,7.2,3,42,1.5,15.8,5.5,2,ideal,unhealthy
39.7,Normal Breed,8.8,14,5118,7.2,2,48,1.7,15.8,3.0,1,very liquid faeces,unhealthy
40.0,Normal Breed,7.9,22,5004,7.0,2,50,2.4,16.4,3.1,2,Fresh blood in faeces,unhealthy
39.2,Normal Breed,12.1,15,5004,7.2,2,48,1.8,16.4,3.9,3,Black faeces,unhealthy
39.7,Cross Breed,10.7,18,5004,4.1,5,49,2.6,13.6,5.5,2,ideal,unhealthy
40.2,Normal Breed,13.3,20,5004,4.2,2,46,2.0,14.2,4.4,2,ideal,healthy
39.6,Cross Breed,7.7,19,5077,7.2,2,43,1.5,16.4,3.1,2,extremely firm,unhealthy
38.3,Normal Breed,7.4,33,11399,3.6,3,82,2.2,15.0,4.7,3,ideal,healthy
39.1,Cross Breed,5.1,14,5211,6.2,2,56,1.3,16.4,4.3,3,very liquid faeces,unhealthy
39.3,Normal Breed,11.4,14,5297,7.2,2,50,1.3,16.4,3.0,3,very liquid faeces,unhealthy
38.0,Normal Breed,26.5,38,12410,3.1,5,55,2.2,13.1,6.1,4,ideal,healthy
39.8,Cross Breed,5.1,21,5004,7.2,2,59,1.3,16.4,3.9,3,Black faeces,unhealthy
38.3,Cross Breed,21.3,26,11687,3.9,5,83,3.3,14.4,6.1,4,ideal,healthy
39.1,Normal Breed,5.1,14,6126,6.8,3,56,3.0,16.4,3.0,3,Black faeces,unhealthy
39.8,Normal Breed,14.3,14,5004,6.9,3,43,2.6,16.1,3.8,1,ideal,unhealthy
40.0,Cross Breed,11.3,14,5586,7.2,1,41,1.4,15.0,4.5,3,ideal,unhealthy
40.3,Normal Breed,10.4,25,5004,4.5,5,56,1.3,16.4,3.0,3,extremely firm,unhealthy
39.7,Normal Breed,10.4,14,5004,6.5,1,51,2.2,16.2,3.5,3,extremely firm,unhealthy
38.7,Cross Breed,22.4,39,10690,3.4,5,58,2.9,13.9,5.5,2,ideal,healthy
39.8,Normal Breed,8.4,14,5004,6.9,5,57,2.6,16.4,5.9,3,Black faeces,unhealthy
39.5,Normal Breed,5.1,14,5958,7.2,3,54,1.3,16.3,3.0,2,Fresh blood in faeces,unhealthy
38.3,Normal Breed,12.5,38,11590,3.7,2,63,2.4,13.0,5.5,2,ideal,healthy
38.4,Cross Breed,19.3,23,12154,4.2,2,68,3.0,14.3,3.9,2,ideal,unhealthy
40.0,Cross Breed,12.4,28,5477,7.2,3,57,1.3,16.4,5.3,2,Black faeces,unhealthy
38.2,Normal Breed,26.3,29,11036,5.1,2,55,3.5,14.5,5.3,3,ideal,healthy
40.4,Normal Breed,5.1,15,5004,7.0,3,45,1.9,16.1,3.6,3,ideal,unhealthy
38.2,Cross Breed,11.9,24,12329,4.4,2,83,3.3,14.0,6.6,3,ideal,healthy
39.5,Normal Breed,5.1,14,5004,7.2,2,46,2.2,16.4,4.6,1,Fresh blood in faeces,healthy
40.1,Normal Breed,11.8,14,5336,7.2,2,70,2.7,14.0,4.5,1,Fresh blood in faeces,healthy
39.5,Cross Breed,12.3,25,5004,3.7,2,54,2.4,13.5,6.4,2,ideal,healthy
40.1,Normal Breed,8.4,14,5004,7.2,5,45,1.3,15.3,6.9,2,extremely firm,unhealthy
38.8,Cross Breed,12.1,31,5004,7.2,3,49,1.8,14.3,3.7,3,Fresh blood in faeces,unhealthy
38.3,Normal Breed,23.1,29,11883,4.0,5,70,2.4,13.8,6.3,3,ideal,healthy
39.3,Cross Breed,13.3,14,5185,7.2,3,40,2.2,16.4,3.0,1,ideal,unhealthy
38.7,Cross Breed,9.3,16,11376,4.7,3,77,3.2,13.1,4.0,3,ideal,healthy
39.8,Normal Breed,5.4,14,5004,3.7,3,52,2.7,16.4,4.4,2,Black faeces,unhealthy
38.3,Cross Breed,10.5,26,10230,3.6,5,74,3.9,13.3,5.5,2,ideal,healthy
39.7,Normal Breed,9.7,16,5004,7.2,5,43,1.5,16.4,3.0,3,very liquid faeces,unhealthy
38.7,Cross Breed,9.8,31,10990,4.6,5,72,2.7,13.6,5.2,3,ideal,healthy
38.3,Normal Breed,20.1,47,11265,3.3,2,79,1.8,14.1,5.9,3,ideal,healthy
38.1,Normal Breed,13.5,14,5172,4.5,5,44,1.3,14.2,5.8,2,ideal,healthy
40.2,Normal Breed,7.1,14,5213,7.2,3,45,1.3,15.9,3.1,2,very liquid faeces,unhealthy
36.1,Normal Breed,12.6,14,5004,4.2,5,83,2.4,16.1,5.7,3,ideal,healthy
39.9,Cross Breed,11.4,19,5004,6.7,2,56,1.3,16.4,3.8,3,very liquid faeces,unhealthy
38.2,Cross Breed,19.0,32,10777,4.7,2,83,3.9,13.7,6.2,2,ideal,healthy
39.8,Cross Breed,5.1,16,6294,7.2,2,50,1.9,16.4,3.4,3,Fresh blood in faeces,unhealthy
38.4,Normal Breed,12.6,31,10834,4.6,2,66,2.5,12.6,5.9,4,ideal,unhealthy
40.0,Cross Breed,10.8,21,5004,7.2,2,42,3.3,15.0,3.0,3,extremely firm,unhealthy
39.6,Normal Breed,10.3,14,7105,6.5,2,47,1.3,16.1,4.5,3,ideal,unhealthy
38.7,Normal Breed,24.0,49,12166,4.1,2,62,3.8,13.5,3.5,3,ideal,healthy
38.6,Cross Breed,5.2,36,11690,4.6,5,77,2.2,15.0,4.6,3,ideal,healthy
38.2,Normal Breed,14.7,28,11687,3.9,3,44,2.9,13.7,5.8,2,Black faeces,unhealthy
38.4,Normal Breed,9.8,29,12533,4.8,3,66,3.1,14.2,5.3,3,very liquid faeces,unhealthy
38.8,Normal Breed,9.3,14,11266,7.0,2,83,1.9,13.2,6.3,2,ideal,unhealthy
38.5,Normal Breed,11.2,14,10983,4.0,5,53,2.3,13.7,6.0,1,ideal,unhealthy
40.0,Normal Breed,8.8,21,6594,7.2,3,72,2.1,12.0,3.0,2,ideal,unhealthy
39.2,Normal Breed,5.1,14,6391,6.6,5,53,1.5,16.4,3.8,2,very liquid faeces,unhealthy
38.4,Normal Breed,13.6,17,5004,4.2,5,49,2.6,15.6,4.4,3,ideal,healthy
38.2,Normal Breed,26.5,44,11715,3.9,3,82,1.9,13.1,5.9,2,ideal,healthy
38.7,Normal Breed,13.0,14,10418,3.9,5,41,2.6,13.6,6.5,2,Black faeces,healthy
39.2,Cross Breed,5.1,14,5428,7.0,2,45,1.3,16.4,3.0,3,extremely firm,unhealthy
39.9,Normal Breed,5.1,22,5004,7.2,5,46,1.3,15.8,3.8,3,extremely firm,unhealthy
38.4,Normal Breed,12.0,26,11203,3.4,2,48,3.4,13.3,6.1,2,ideal,healthy
38.2,Cross Breed,25.6,29,11440,3.4,2,70,2.3,15.4,4.5,3,Black faece,unhealthy
38.1,Cross Breed,22.5,32,12454,3.3,2,77,3.6,12.3,4.9,2,ideal,healthy
39.7,Normal Breed,7.5,17,5004,7.1,2,49,1.7,16.4,3.9,1,Black faeces,unhealthy
39.9,Cross Breed,5.1,14,5032,7.1,3,43,1.3,16.4,3.0,2,Fresh blood in faeces,unhealthy
39.8,Cross Breed,11.7,14,6143,6.5,3,47,2.3,16.4,3.0,3,extremely firm,unhealthy
40.1,Normal Breed,6.4,14,5004,7.2,2,41,1.6,16.4,3.0,2,Black faeces,unhealthy
36.4,Normal Breed,23.7,19,12274,3.9,5,83,3.2,14.6,6.3,2,ideal,healthy
40.1,Cross Breed,8.0,14,5218,7.2,5,47,2.5,16.4,3.0,3,extremely firm,unhealthy
40.2,Cross Breed,5.1,18,5004,6.8,3,45,1.3,16.0,3.3,3,Black faeces,unhealthy
38.6,Cross Breed,7.3,16,8047,4.1,3,83,2.3,13.9,5.3,3,ideal,unhealthy
40.1,Normal Breed,8.6,15,5004,7.2,2,44,1.3,15.6,6.2,3,ideal,unhealthy
39.3,Normal Breed,6.7,16,5004,7.2,3,44,1.3,16.4,3.0,1,Black faeces,unhealthy
39.8,Cross Breed,7.7,14,5588,6.7,3,46,1.5,16.4,3.0,2,Fresh blood in faeces,unhealthy
38.0,Normal Breed,16.5,34,11570,5.0,5,82,4.1,14.6,6.0,3,ideal,healthy
40.3,Cross Breed,5.1,18,5004,6.7,3,51,1.3,16.4,5.2,1,Black faeces,unhealthy
40.6,Normal Breed,11.7,14,11038,6.7,2,61,4.0,16.2,3.0,4,Black faeces,unhealthy
38.2,Normal Breed,11.4,14,12485,3.4,3,37,1.8,16.0,5.3,3,ideal,unhealthy
40.1,Normal Breed,5.1,14,5004,6.9,3,48,1.5,13.5,4.4,4,ideal,unhealthy
38.6,Normal Breed,10.3,41,12208,4.8,5,74,2.2,13.6,5.9,4,ideal,healthy
39.7,Normal Breed,8.2,14,5004,7.2,3,45,2.1,16.4,3.3,1,very liquid faeces,unhealthy
39.7,Cross Breed,7.1,18,11061,7.2,3,46,1.6,11.3,3.0,1,extremely firm,unhealthy
38.5,Normal Breed,16.7,38,10401,4.0,3,83,3.1,15.1,4.6,3,ideal,healthy
39.2,Cross Breed,5.1,16,5004,6.4,3,52,1.3,16.4,4.9,3,very liquid faeces,unhealthy
40.4,Normal Breed,12.3,25,5004,7.2,5,57,1.3,16.2,3.4,2,Black faeces,unhealthy
38.3,Normal Breed,12.9,30,11708,4.1,3,71,3.3,13.8,5.6,4,ideal,healthy
38.7,Cross Breed,8.1,23,10864,3.5,2,50,3.8,14.4,5.1,2,ideal,unhealthy
39.8,Cross Breed,5.1,17,5366,7.1,3,45,2.0,16.4,3.0,1,Fresh blood in faeces,unhealthy
40.5,Normal Breed,5.1,38,11113,3.3,2,54,2.3,13.2,4.4,2,ideal,healthy
40.5,Normal Breed,5.1,14,5004,7.2,5,39,1.5,16.4,3.0,2,Fresh blood in faeces,unhealthy
38.1,Normal Breed,10.5,21,10485,4.8,3,45,2.7,14.5,3.2,2,ideal,unhealthy
39.1,Normal Breed,5.7,16,5751,6.4,2,47,2.1,16.1,3.5,2,extremely firm,unhealthy
38.6,Normal Breed,19.7,49,12271,3.9,2,83,3.7,14.1,5.2,2,ideal,healthy
40.2,Normal Breed,5.1,14,5004,7.2,3,44,1.3,16.4,3.0,3,Black faeces,unhealthy
38.5,Normal Breed,20.6,30,12643,4.2,3,79,3.7,13.3,6.2,4,ideal,healthy
39.7,Normal Breed,11.1,29,11471,3.7,2,48,1.8,14.7,5.6,3,ideal,healthy
37.9,Normal Breed,22.5,29,11384,4.2,3,79,2.5,15.9,5.2,3,ideal,healthy
39.5,Normal Breed,8.1,26,5004,7.2,2,49,2.9,16.4,3.0,2,very liquid faeces,unhealthy
38.6,Normal Breed,15.5,22,11399,3.8,5,70,2.4,13.6,5.3,3,ideal,healthy
39.7,Normal Breed,10.7,21,5822,4.0,5,58,3.4,14.8,6.7,1,ideal,unhealthy
37.9,Normal Breed,21.5,38,12245,3.9,5,77,3.1,13.9,5.4,3,ideal,healthy
40.5,Normal Breed,12.7,22,5004,6.4,2,52,1.8,15.8,6.6,2,extremely firm,unhealthy
39.7,Cross Breed,5.2,26,5004,3.8,5,68,1.3,15.8,3.0,3,Black faeces,healthy
39.6,Normal Breed,5.1,24,5012,6.6,5,52,1.4,16.4,5.5,2,ideal,unhealthy
38.1,Cross Breed,13.5,35,11730,3.8,3,81,3.0,14.8,5.9,4,ideal,healthy
40.2,Normal Breed,10.2,14,6326,7.2,5,45,1.7,14.4,3.0,3,extremely firm,unhealthy
40.6,Cross Breed,9.3,15,5004,7.2,2,50,1.8,14.9,3.0,3,Fresh blood in faeces,unhealthy
38.1,Normal Breed,21.8,47,12867,4.2,2,83,3.7,15.1,4.9,1,ideal,healthy
38.5,Normal Breed,11.4,44,11600,4.6,3,82,2.3,13.8,5.9,3,ideal,healthy
38.5,Normal Breed,20.1,33,10075,4.3,3,77,2.2,14.3,4.9,3,ideal,healthy
38.2,Cross Breed,10.7,40,10980,3.6,2,68,3.2,13.7,6.3,3,ideal,healthy
39.5,Cross Breed,9.2,14,5810,6.9,3,45,1.3,16.4,3.0,2,Fresh blood in faeces,unhealthy
39.8,Cross Breed,12.8,26,11001,7.0,5,47,1.5,13.7,5.3,2,extremely firm,unhealthy
39.9,Cross Breed,12.7,14,5004,3.8,2,50,1.4,16.4,3.7,3,Black faeces,unhealthy
38.6,Normal Breed,10.2,14,11651,7.2,2,52,4.1,16.4,4.3,3,Black faece,unhealthy
39.6,Normal Breed,5.1,14,5004,6.3,2,50,1.9,13.7,4.9,2,very liquid faeces,unhealthy
39.5,Cross Breed,6.0,15,5004,7.0,3,53,1.3,16.4,3.0,2,Black faece,unhealthy
39.2,Normal Breed,5.1,14,5222,7.1,5,47,1.8,16.0,3.0,3,Black faeces,unhealthy
38.0,Normal Breed,19.0,37,12387,4.5,3,83,2.9,13.1,4.2,3,ideal,healthy
40.4,Cross Breed,5.1,20,10707,3.2,4,48,2.0,13.7,3.0,3,Fresh blood in faeces,unhealthy
37.1,Cross Breed,5.1,20,5849,6.4,5,48,1.6,16.1,3.0,3,Black faeces,unhealthy
38.6,Normal Breed,22.1,30,10462,4.4,5,83,3.0,12.9,5.2,2,extremely firm,unhealthy
39.7,Normal Breed,8.5,14,5004,7.2,2,53,1.4,16.4,3.0,2,extremely firm,unhealthy
38.3,Normal Breed,12.2,21,10860,4.9,3,61,1.9,14.6,6.2,2,Black faeces,healthy
38.0,Normal Breed,21.5,22,5740,6.9,2,61,3.1,14.9,5.5,1,ideal,unhealthy
38.6,Normal Breed,18.8,43,10583,4.5,5,76,2.2,14.3,5.7,3,ideal,healthy
39.6,Cross Breed,6.1,16,5004,7.2,2,48,1.3,16.4,3.2,2,extremely firm,healthy
40.3,Cross Breed,5.1,17,5004,7.2,2,52,1.3,16.3,4.6,2,very liquid faeces,unhealthy
39.3,Cross Breed,5.1,14,5062,6.1,3,56,2.2,16.4,3.0,3,ideal,unhealthy
39.9,Cross Breed,5.1,14,5004,7.0,3,49,1.8,16.4,3.0,3,very liquid faeces,unhealthy
39.5,Cross Breed,10.0,16,5887,6.3,2,59,1.7,15.7,3.3,2,very liquid faeces,unhealthy
39.3,Normal Breed,12.8,22,5004,6.3,2,53,2.1,16.4,4.0,2,Fresh blood in faeces,unhealthy
39.4,Cross Breed,5.1,16,5004,7.1,5,49,1.3,16.4,3.2,2,very liquid faeces,unhealthy
38.1,Cross Breed,20.4,35,10825,4.4,3,80,2.1,14.1,4.1,2,ideal,healthy
39.9,Normal Breed,5.1,15,5004,7.1,2,48,1.5,16.4,3.0,1,extremely firm,unhealthy
38.4,Cross Breed,17.6,28,11477,4.5,5,52,3.0,14.8,5.3,4,ideal,healthy
39.9,Normal Breed,5.1,24,11076,3.7,2,73,3.0,15.0,3.8,2,ideal,unhealthy
38.8,Cross Breed,11.5,22,11418,3.9,5,62,3.8,13.9,4.6,3,ideal,unhealthy
39.8,Cross Breed,5.1,18,5683,6.8,5,48,1.4,14.9,3.1,3,Fresh blood in faeces,unhealthy
40.4,Normal Breed,11.9,14,5004,7.2,3,41,1.3,11.9,4.3,3,ideal,unhealthy
39.7,Normal Breed,23.7,20,10817,7.2,2,83,3.5,16.4,4.6,2,ideal,healthy
39.6,Normal Breed,11.2,16,5170,7.1,3,52,1.3,16.4,4.7,2,extremely firm,unhealthy
39.9,Normal Breed,7.1,14,5036,7.2,3,40,1.3,16.3,3.4,2,Black faeces,unhealthy
39.9,Cross Breed,5.5,14,5004,7.2,2,45,1.3,16.4,3.7,2,ideal,unhealthy
39.4,Normal Breed,9.8,17,5660,6.9,5,49,2.0,16.4,3.0,2,Black faeces,unhealthy
39.4,Normal Breed,11.0,21,5004,3.9,2,53,1.3,15.9,3.1,3,very liquid faeces,unhealthy
40.1,Normal Breed,7.9,22,5004,7.2,5,49,1.8,16.3,6.0,3,extremely firm,unhealthy
